seed,method,selected,oof_accuracy,accuracy,balanced_accuracy,pred_rate
1,conv_fusion_net_0.10,conv_fusion_net_0.10,0.6693726937269373,0.7551622418879056,0.7503668763102724,0.40707964601769914
1,conv_fusion_net_0.20,conv_fusion_net_0.20,0.6797047970479705,0.7404129793510325,0.7339098532494759,0.3805309734513274
1,conv_fusion_net_0.35,conv_fusion_net_0.35,0.6701107011070111,0.7256637168141593,0.7170859538784067,0.3480825958702065
1,conv_fusion_z_et_0.10,conv_fusion_z_et_0.10,0.6752767527675276,0.7404129793510325,0.7368448637316561,0.4277286135693215
1,conv_fusion_z_et_0.20,conv_fusion_z_et_0.20,0.6804428044280443,0.7315634218289085,0.7288784067085954,0.4424778761061947
1,conv_fusion_z_et_0.35,conv_fusion_z_et_0.35,0.6752767527675276,0.7168141592920354,0.7127882599580713,0.4218289085545723
1,conv_fusion_z_log_0.10,conv_fusion_z_log_0.10,0.6686346863468635,0.7345132743362832,0.7312893081761006,0.4336283185840708
1,conv_fusion_z_log_0.20,conv_fusion_z_log_0.20,0.6723247232472325,0.7138643067846607,0.7107442348008386,0.4365781710914454
1,conv_fusion_z_log_0.35,conv_fusion_z_log_0.35,0.6560885608856089,0.7050147492625368,0.7020440251572326,0.43952802359882004
1,conv_fusion_z_svc_0.10,conv_fusion_z_svc_0.10,0.6678966789667896,0.7374631268436578,0.7340670859538784,0.4306784660766962
1,conv_fusion_z_svc_0.20,conv_fusion_z_svc_0.20,0.6723247232472325,0.7109144542772862,0.7075995807127882,0.4336283185840708
1,conv_fusion_z_svc_0.35,conv_fusion_z_svc_0.35,0.659040590405904,0.7020648967551623,0.6988993710691824,0.4365781710914454
1,conv_fusion_zp_log_0.10,conv_fusion_zp_log_0.10,0.6678966789667896,0.7345132743362832,0.7312893081761006,0.4336283185840708
1,conv_fusion_zp_log_0.20,conv_fusion_zp_log_0.20,0.6723247232472325,0.7138643067846607,0.7107442348008386,0.4365781710914454
1,conv_fusion_zp_log_0.35,conv_fusion_zp_log_0.35,0.6568265682656826,0.7050147492625368,0.7020440251572326,0.43952802359882004
1,conv_gate0.008,conv_gate0.008,0.6767527675276753,0.7404129793510325,0.7368448637316561,0.4277286135693215
1,conv_gate0.012,conv_gate0.012,0.6767527675276753,0.7404129793510325,0.7368448637316561,0.4277286135693215
1,conv_gate0.016,conv_gate0.016,0.6767527675276753,0.7404129793510325,0.7368448637316561,0.4277286135693215
1,conv_net,conv_net,0.629520295202952,0.6843657817109144,0.670125786163522,0.25958702064896755
1,conv_svc,conv_svc,0.6767527675276753,0.7404129793510325,0.7368448637316561,0.4277286135693215
1,conv_z_et,conv_z_et,0.6317343173431734,0.696165191740413,0.6929769392033542,0.4365781710914454
1,conv_z_log,conv_z_log,0.6317343173431734,0.6755162241887905,0.6727987421383648,0.44542772861356933
1,conv_z_svc,conv_z_svc,0.6287822878228783,0.6814159292035398,0.6776205450733752,0.4277286135693215
1,conv_zp_log,conv_zp_log,0.6302583025830258,0.6755162241887905,0.6727987421383648,0.44542772861356933
1,erp_erp_late_et_l8,erp_erp_late_et_l8,0.6671586715867158,0.6991150442477876,0.6939203354297694,0.40412979351032446
1,erp_erp_late_lda,erp_erp_late_lda,0.6206642066420665,0.7050147492625368,0.7005765199161426,0.415929203539823
1,erp_erp_late_log_c03,erp_erp_late_log_c03,0.6250922509225092,0.6637168141592921,0.659853249475891,0.4277286135693215
1,erp_erp_late_log_c08,erp_erp_late_log_c08,0.6177121771217712,0.6371681415929203,0.635587002096436,0.46607669616519176
1,erp_erp_late_ridge_a8,erp_erp_late_ridge_a8,0.5874538745387454,0.6342182890855457,0.6324423480083857,0.4631268436578171
1,erp_erp_late_svc_c07,erp_erp_late_svc_c07,0.6671586715867158,0.6991150442477876,0.6950209643605869,0.4218289085545723
1,oof_rank_mean12,oof_rank_mean12,0.7033210332103321,0.7345132743362832,0.7320230607966457,0.44542772861356933
1,oof_rank_mean3,oof_rank_mean3,0.7047970479704797,0.7404129793510325,0.7368448637316561,0.4277286135693215
1,oof_rank_mean5,oof_rank_mean5,0.7033210332103321,0.7374631268436578,0.7344339622641509,0.4365781710914454
1,oof_rank_mean8,oof_rank_mean8,0.7011070110701108,0.7315634218289085,0.7288784067085954,0.4424778761061947
1,oof_rank_median12,oof_rank_median12,0.7033210332103321,0.7345132743362832,0.7320230607966457,0.44542772861356933
1,oof_rank_median3,oof_rank_median3,0.7062730627306273,0.7433628318584071,0.7399895178197065,0.4306784660766962
1,oof_rank_median5,oof_rank_median5,0.7077490774907749,0.7404129793510325,0.7375786163522012,0.43952802359882004
1,oof_rank_median8,oof_rank_median8,0.7047970479704797,0.7345132743362832,0.7316561844863732,0.43952802359882004
1,recipe_conv_spec_erp_mean,recipe_conv_spec_erp_mean,0.6929889298892989,0.7227138643067846,0.7205450733752621,0.45132743362831856
1,recipe_conv_spec_erp_median,recipe_conv_spec_erp_median,0.6929889298892989,0.7227138643067846,0.7205450733752621,0.45132743362831856
1,recipe_conv_spec_erp_zmean,recipe_conv_spec_erp_zmean,0.6833948339483394,0.7138643067846607,0.7133123689727463,0.4778761061946903
1,recipe_four_core_mean,recipe_four_core_mean,0.6929889298892989,0.7227138643067846,0.7205450733752621,0.45132743362831856
1,recipe_four_core_median,recipe_four_core_median,0.6929889298892989,0.7227138643067846,0.7205450733752621,0.45132743362831856
1,recipe_four_core_zmean,recipe_four_core_zmean,0.6833948339483394,0.7138643067846607,0.7133123689727463,0.4778761061946903
